country,code,year,prod,gdp_per_cap,life_exp,total,beer,other,spirit,wine,pc_m_dis,pc_fm_dis,de_per_mil
Austria,AUT,2012,89400.57031,48567.69529,80.93658537,12.26,6.27,0,1.7,4.3,2.834469726,0.993188801,34.56428995
Azerbaijan,AZE,2012,33784.64844,7496.335728,71.478,,,0.09,,0.22,4.174411868,1.032868864,94.49486288
Burundi,BDI,2012,1805.571045,265.2856051,55.807,,,,,,2.197337611,0.939528594,30.67241811
Belgium,BEL,2012,100873.9063,44740.58325,80.38536585,10.08,4.79,0.01,1.55,3.73,2.027160125,0.690897403,31.09449148
Benin,BEN,2012,4770.603027,837.9505001,59.855,,,,,,1.301146424,1.124752538,19.49297449
Burkina Faso,BFA,2012,4353.459961,673.8228182,58.377,4.75,0.63,3.73,0.2,0.18,1.295257394,1.131810349,22.79207847
Bangladesh,BGD,2012,7189.133789,856.342857,71.039,0.01,0,0,0,0,1.893230323,0.949969829,6.808754628
Bulgaria,BGR,2012,39139.42969,7378.025539,74.31463415,10.99,4.3,0.05,4.99,1.65,2.013996425,1.222397615,8.615433474
Bahrain,BHR,2012,73811.21094,23649.36661,76.341,1.7,0.35,0.01,1.23,0.11,0.801576515,0.46432432,8.26239785
"Bahamas, The",BHS,2012,45175.4375,28815.5274,75.079,9.5,3.41,0.36,4.09,1.64,2.814286161,0.947688651,30.54299444
Bosnia and Herzegovina,BIH,2012,34123.875,4722.013403,76.223,4.61,3.5,0.13,0.59,0.39,3.726772108,1.816493385,27.59076257
Belarus,BLR,2012,32569.64453,6940.159254,71.96585366,16.35,2.98,4.67,8.32,0.37,4.317151354,3.914279344,134.5249065
Belize,BLZ,2012,20607.57031,4673.63848,69.798,6.66,4.37,0.16,1.93,0.2,2.610673764,0.846363397,33.60474775
Bolivia,BOL,2012,12967.67578,2645.227753,67.451,3.89,2.81,0.04,0.82,0.22,2.211645515,0.761272135,26.89204572
Brazil,BRA,2012,33268.21875,12291.46685,74.488,7.55,4.61,0.04,2.57,0.33,4.094983848,1.334009696,43.18362862
Barbados,BRB,2012,32448.41602,16536.21464,75.292,8.61,3.39,0.2,4.23,0.79,2.156201286,0.843520174,12.26900053
Brunei Darussalam,BRN,2012,171337.8281,47651.25909,76.764,,,,,,1.133607744,0.415257009,2.123532686
Bhutan,BTN,2012,15479.60645,2422.008016,68.639,,,,,,2.947653235,1.679134964,19.36801514
Botswana,BWA,2012,37586.16797,7029.23145,62.425,,,,,,2.34733596,0.993271438,27.95919009
Central African Republic,CAF,2012,2474.754883,486.410114,49.041,,,,,,1.889455619,1.011397794,20.14884978
Canada,CAN,2012,80971.69531,52496.69487,81.5835122,8.3,4,0.2,2.1,2,2.028778761,1.128220337,22.33457053
Switzerland,CHE,2012,101367.5859,83538.23008,82.69756098,9.86,3.17,0.12,1.88,4.69,1.951769962,0.659541381,21.53486923
Chile,CHL,2012,47208.24219,15431.90293,78.758,6.76,2.48,0.23,1.83,2.22,3.36757529,1.353564491,22.13467666
China,CHN,2012,19730.35547,6337.883323,75.602,5.74,1.82,0,3.7,0.22,1.7579183,0.494054972,13.6717653
Cote d'Ivoire,CIV,2012,8290.681641,1262.480218,51.463,3.24,0.81,2.11,0.05,0.27,1.373293797,1.080714714,20.73656709
Cameroon,CMR,2012,6664.337891,1380.509848,56.241,,,,,,1.408693255,1.214723122,27.57840709
"Congo, Dem. Rep.",COD,2012,1742.534058,398.1406948,57.894,,,,,,1.755478712,0.997466858,15.9077123
"Congo, Rep.",COG,2012,14500.16309,2952.052348,62.169,,,,,,1.836928781,1.096499098,16.85053237
Colombia,COL,2012,24927.21094,7884.984375,73.673,4.44,3.05,0.02,1.31,0.06,2.470772539,0.937930174,2.45253055
Comoros,COM,2012,5920.061035,788.632653,62.596,,,,,,1.973790915,0.901574761,19.54091594
Cabo Verde,CPV,2012,16738.625,3408.482762,72.127,,,,,,1.366309876,1.074869687,15.95305361
Costa Rica,CRI,2012,32854.28125,9985.36959,79.077,3.34,2.17,0.03,0.93,0.2,1.974159624,0.6630576,9.339954732
Cuba,CUB,2012,,6425.941119,79.167,4.16,1.65,0.02,2.42,0.08,2.494176356,0.863150502,34.90909864
Cyprus,CYP,2012,52625.74219,28984.91481,79.81,10.55,3.48,0,4.47,2.61,1.566093306,0.580584023,5.648833164
Czech Republic,CZE,2012,60736.37109,19729.87051,78.07560976,12.71,6.96,0,3.14,2.62,1.883116863,1.267984713,26.06487678
Germany,DEU,2012,86373.47656,44065.24891,80.53902439,11.18,5.93,0,2.05,3.19,3.047530334,1.016544301,45.21105759
Djibouti,DJI,2012,7564.058105,1536.150685,61.31,0.52,0.16,0,0.23,0.12,2.013427934,0.895644557,17.75230883
Dominica,DMA,2012,,6745.849594,,,,,,,2.71639367,0.921517982,36.30525916
Denmark,DNK,2012,91758.47656,58507.50021,80.05121951,9.26,3.56,0.08,1.52,4.11,2.691739084,0.86342081,93.90140559
Dominican Republic,DOM,2012,27048.94727,5968.876767,73.098,5.93,3.24,0.06,2.44,0.18,2.190098542,0.858057182,14.06173962
Algeria,DZA,2012,47883.70313,5565.134521,75.187,0.66,0.22,0,0.07,0.36,0.72726248,0.468953308,3.146149462
Ecuador,ECU,2012,23478.625,5702.104313,75.449,3.92,2.88,0.02,0.96,0.06,2.480148887,0.752134981,30.143978
"Egypt, Arab Rep.",EGY,2012,33874.18359,3181.441708,70.742,0.23,0.13,0,0.08,0.02,0.71184025,0.46441254,2.557213741
Eritrea,ERI,2012,3540.5,,63.22,,,,,,2.11748274,0.92944366,26.99252851
Spain,ESP,2012,81811.10938,28563.85904,82.42682927,9.35,4.42,0.09,2.69,2.15,1.353184609,0.443079459,5.916682267
Estonia,EST,2012,55063.91406,17421.89022,76.32682927,,,,,,4.64022454,3.969321623,153.8182749
Ethiopia,ETH,2012,2745.687988,468.5067249,63.275,1.84,0.78,0.94,0.12,0,3.461264022,0.74524559,28.69484353
Finland,FIN,2012,86736.36719,47415.55987,80.62682927,9.24,4.27,1.11,2.16,1.7,4.553260102,1.40107565,85.49308423
Fiji,FJI,2012,20248.47461,4546.738504,69.625,,,,,,1.051649607,0.567539642,2.458607743
France,FRA,2012,90240.54688,40838.02506,81.96829268,11.5,2.1,0.2,2.5,6.7,2.282488913,0.817390874,42.85462926
"Micronesia, Fed. Sts.",FSM,2012,,3150.910602,68.765,2.98,1.03,0,0.56,1.39,1.24879826,0.567804542,11.21625815
Gabon,GAB,2012,64122.32813,9774.180761,64.119,8.3,5.83,0.07,1.49,0.92,1.948441396,1.090105842,18.63000948
United Kingdom,GBR,2012,77278.28125,41790.77914,80.90487805,10.42,3.46,0.84,2.16,3.96,2.02601485,0.794153204,15.8690991
Georgia,GEO,2012,15709.44629,4142.869175,72.742,7.71,1.2,0.01,2.18,4.33,2.555547689,0.85317004,8.842275172
Ghana,GHA,2012,8112.227051,1629.800222,61.561,,,,,,1.266389153,1.123764015,15.55498895
Guinea,GIN,2012,3526.177979,654.7998027,57.782,,,,,,1.201217584,1.068494174,13.96615578
"Gambia, The",GMB,2012,5425.49707,504.9740094,60.187,,,,,,1.167058502,1.068789696,12.13618801
Guinea-Bissau,GNB,2012,3673.908936,604.2683552,55.807,,,,,,1.333722098,1.100003841,19.57423926
Equatorial Guinea,GNQ,2012,104169.0781,21557.6528,56.601,11.89,8.11,0,0,3.78,1.96755312,1.067157614,17.55215959
Greece,GRC,2012,68594.03125,22242.68193,80.63414634,8.2,2.11,0.07,1.49,4.54,1.619455789,0.601784955,2.285683367
Grenada,GRD,2012,,7583.187002,73.044,8.07,3.57,0.2,3.89,0.42,2.597512311,0.844618613,27.09680545
Guatemala,GTM,2012,17266.62109,3299.605139,72.227,2.02,0.99,0.01,0.99,0.04,4.576297519,0.995807408,134.7394668
Guyana,GUY,2012,18470.77148,3799.756292,66.216,7.57,1.86,0.03,5.66,0.02,2.673467672,0.985260112,35.87732679
Honduras,HND,2012,10809.22852,2178.377385,72.805,3.11,1.41,0,1.66,0.03,2.573753301,0.685853837,49.80500088
Croatia,HRV,2012,55132.76563,13235.97757,76.92439024,11.49,4.53,0.37,1.24,5.36,2.484960719,1.28320637,41.63154406
Haiti,HTI,2012,4266.266113,766.8437623,62.078,5.68,0.01,0,5.65,0.02,2.507100788,0.89480764,33.94414128
Hungary,HUN,2012,57651.83594,12888.30459,75.06341463,11.27,4.08,0,3.87,3.33,2.528462901,1.310733345,32.43593179
Indonesia,IDN,2012,20051.15234,3687.953996,68.509,0.08,0.06,0,0.01,0,0.690428539,0.461482121,4.33149522
India,IND,2012,13268.95898,1446.98541,67.377,3.1,0.19,0,2.91,0,1.998799335,0.462723081,23.65270126
Ireland,IRL,2012,108612.8125,49177.44026,80.84634146,11.49,5.37,0.89,2.3,2.93,2.929464017,1.237488154,16.29251927
"Iran, Islamic Rep.",IRN,2012,57843.33594,7832.902635,74.787,,,,,,0.615254131,0.32642671,2.227420912
Iraq,IRQ,2012,58739.01953,6651.12242,68.963,,,,,,0.745116767,0.488868429,6.448561969
Iceland,ISL,2012,70570.58594,44562.81802,82.91707317,7.81,4.62,0.11,0.77,2.3,1.798704543,0.621843286,19.3483692
Israel,ISR,2012,73531.27344,32525.95659,81.70487805,2.78,1.28,0.05,1.26,0.18,0.800766472,0.323340165,7.61503047
Italy,ITA,2012,93733.96094,34814.12512,82.23902439,7.49,1.7,0,0.79,4.99,0.676649817,0.286813117,4.020258453
Jamaica,JAM,2012,18793.78711,5209.506189,75.334,3.65,1.35,0.27,1.88,0.15,1.923643526,0.834999647,4.397203662
Jordan,JOR,2012,40024.96484,3870.753211,73.729,0.41,0.05,0.01,0.34,0.01,0.70539849,0.463117896,3.013798851
Japan,JPN,2012,73457.91406,48603.47665,83.09609756,7.39,1.37,1.51,4.13,0.37,0.835772456,0.274444159,2.922177972
Kazakhstan,KAZ,2012,43527.60156,12387.18982,69.61,6.82,2.06,0,4.3,0.45,4.036930761,1.118993851,69.32210749
Kenya,KEN,2012,7806.081055,1155.020582,64.907,1.81,0.95,0.41,0.43,0.03,1.365158698,0.850408056,15.37008411
Kyrgyz Republic,KGZ,2012,7037.100098,1177.974735,70.00243902,,,,,,4.260654592,1.156031029,84.70479925
Cambodia,KHM,2012,4900.600098,950.0244132,67.466,,,,,,1.21334449,0.526829233,20.53758518
Kiribati,KIR,2012,,1763.815497,65.623,,,,,,1.078802683,0.584698125,6.855348721
St. Kitts and Nevis,KNA,2012,,13965.55811,,8.47,3.91,0.17,4.04,0.35,,,
"Korea, Rep.",KOR,2012,63576.61719,24358.78218,80.8195122,9.56,2.02,7.04,0.38,0.13,3.164149217,1.067010404,16.32099706
Kuwait,KWT,2012,145869.1563,51264.07134,74.217,,,,,,0.725271236,0.475655357,2.235692918
Lao PDR,LAO,2012,8999.708008,1588.633147,65.208,,,,,,1.147219317,0.526757543,16.93931236
Lebanon,LBN,2012,45296.03516,8922.896752,78.86,1.53,0.33,0.02,0.83,0.35,0.759797529,0.639131753,1.951120703
Liberia,LBR,2012,2469.169922,415.0361958,60.615,,,,,,1.20485195,1.06176232,15.01487662
Libya,LBY,2012,96175.8125,,71.574,,,,,,0.726528341,0.46468524,3.470092035
St. Lucia,LCA,2012,24778.70117,8218.053212,74.788,9.99,3.28,0.51,5.03,1.17,2.464217168,0.92989662,26.01801154
Sri Lanka,LKA,2012,25949.65039,3350.521375,74.593,2.8,0.39,0.05,2.35,0,1.091812433,0.524961506,14.05517805
Lesotho,LSO,2012,8058.430176,1281.620558,52.158,,,,,,2.252713171,1.00143904,30.62416613
Lithuania,LTU,2012,54955.33203,14341.18163,73.86341463,15.14,5.6,2.47,5.62,1.44,4.12805369,3.497427807,105.9608793
Luxembourg,LUX,2012,195753.375,106749.0136,81.39268293,11.34,4.02,0,2.28,4.95,2.018207548,0.716553286,31.33233155
Latvia,LVA,2012,47123.52344,13822.80559,73.77804878,10.21,4.67,0.6,3.77,1.16,4.070347773,3.479707855,108.7568498
Morocco,MAR,2012,21400.4082,2904.746728,74.717,0.55,0.18,0,0.08,0.28,0.64273029,0.299173744,3.221765202
Moldova,MDA,2012,11225.67188,2046.536787,70.577,10.68,2.28,0.23,3.29,4.89,3.451177295,3.355163817,97.57417801
Madagascar,MDG,2012,2730.833008,443.9061001,64.28,0.87,0.45,0,0.31,0.1,2.005812147,0.896467086,19.43635335
Maldives,MDV,2012,23293.17578,7473.195626,76.401,,,,,,0.890199574,0.524325803,3.151598595
Mexico,MEX,2012,38862.65234,9820.532572,76.412,5.29,4,0.05,1.13,0.12,2.726191863,0.494634734,34.76125323
"Macedonia, FYR",MKD,2012,36711.23047,4698.689476,75.019,1.23,0.64,0,0.39,0.2,2.011475726,1.295336371,7.797448569
Mali,MLI,2012,5451.792969,777.3476868,56.122,,,,,,1.180759561,1.05796541,10.49641325
Malta,MLT,2012,70365.67969,21942.11474,80.74634146,7.67,3.07,0.33,1.87,2.4,1.5613784,0.58709483,4.191389928
Myanmar,MMR,2012,8841.352539,1175.561788,65.805,0.55,0.34,0,0.2,0,1.157856702,0.535164128,18.41538363
Montenegro,MNE,2012,43351.21484,6586.719209,76.089,,,,,,2.096751611,1.214684526,15.48194249
Mongolia,MNG,2012,23649.23633,4368.082248,68.215,,,,,,5.566888114,1.441700189,166.9107867
Mozambique,MOZ,2012,2973.398926,566.0513873,55.878,1.19,0.73,0.04,0.3,0.11,2.133384946,0.892326482,23.24722421
Mauritania,MRT,2012,13176.87793,1364.283926,62.492,,,,,,1.185875152,1.067951084,10.3895886
Mauritius,MUS,2012,40579.73828,9291.227619,73.86341463,,,,,,1.596264091,0.552764962,35.67153649
Malawi,MWI,2012,2638.274902,374.5018802,59.927,,,,,,2.144872202,0.894830161,25.20162438
Malaysia,MYS,2012,50905.09766,10779.50751,74.606,0.53,0.41,0.01,0.12,0,0.890433657,0.31797765,18.32218403
Namibia,NAM,2012,28919.77344,5749.404752,60.815,,,,,,2.339989011,0.986353362,26.12213349
Niger,NER,2012,2195.291016,391.5155024,58.16,,,,,,1.173571456,1.052612041,11.96964523
Nigeria,NGA,2012,18052.45508,2755.297787,51.699,8.54,0.75,7.67,0.06,0.05,1.225736634,1.06017904,12.17382474
Nicaragua,NIC,2012,10685.65332,1792.038045,74.319,3.63,1.33,0,2.28,0.02,3.235078981,0.668260544,70.02368823
Netherlands,NLD,2012,89954.60938,49474.70561,81.10487805,9.05,4.37,0,1.52,3.16,1.070331503,0.464746855,14.37983954
Norway,NOR,2012,122189.8125,101668.1707,81.45121951,6.21,2.67,0.14,1.11,2.29,2.454435333,0.884113918,36.8756451
Nepal,NPL,2012,3999.726074,681.7925868,68.732,0.26,0.13,0,0.12,0,2.130809526,0.946143688,14.54450539
Nauru,NRU,2012,,10099.422,,,,,,,,,
New Zealand,NZL,2012,65474.21094,39970.25624,81.15609756,9.2,3.38,1.23,1.52,3,2.370529324,1.184333524,9.646664129
Oman,OMN,2012,105383.3203,22134.91007,76.141,0.51,0.2,0,0.29,0.02,0.708184808,0.465464597,2.78668096
Pakistan,PAK,2012,13330.28223,1261.208967,65.686,0.04,0,0.01,0.03,0,2.172229538,0.928586806,11.459831
Panama,PAN,2012,40827.375,10589.82713,77.216,6.95,5.01,0.02,1.7,0.22,2.039229917,0.671434063,7.154855487
Peru,PER,2012,20183.23633,6387.785281,74.088,5.14,3.09,0,1.63,0.42,1.990461038,0.732093541,10.93094489
Philippines,PHL,2012,14840.01563,2581.818554,68.553,5.02,1.28,0.03,3.7,0.02,1.103381219,0.526049362,15.42254681
Papua New Guinea,PNG,2012,5557.648926,2865.873252,64.937,,,,,,1.180319942,0.561404206,10.03283143
Poland,POL,2012,53560.83984,13143.52122,76.74634146,10.81,6.46,0,3.53,0.82,2.816080005,1.048807672,85.3036665
"Korea, Dem. People’s Rep.",PRK,2012,2735.646973,,70.448,3.61,0.09,0,3.52,0,1.555656276,0.536056422,11.65436781
Portugal,PRT,2012,59237.28516,20577.40264,80.37317073,11.96,2.81,0.41,0.85,7.88,1.942776561,0.377920214,14.17231878
Paraguay,PRY,2012,15422.27148,3855.537735,72.638,5.36,2.71,0,1.92,0.73,3.507656512,1.212543007,37.96719652
Qatar,QAT,2012,169017.9531,88564.82298,77.59,1.13,0.33,0.01,0.68,0.12,0.741655362,0.471480599,3.874026138
Romania,ROU,2012,42401.13281,8558.397606,74.41219512,9.58,5.31,0,1.29,2.98,1.910854797,1.145738579,23.447936
Russian Federation,RUS,2012,48984.15625,15434.57478,70.07219512,10.99,4.2,0.11,5.47,1.21,6.124277734,3.880731905,163.6132651
Rwanda,RWA,2012,3077.876953,678.0796973,64.911,,,,,,3.661390287,0.858070571,22.49305875
Saudi Arabia,SAU,2012,136474.5,25303.09462,73.896,0.09,0,0,0.09,0,0.672891814,0.45343206,3.265405004
Sudan,SDN,2012,17314.18164,1892.894352,63.384,,,,,,0.730575147,0.454600586,5.150845817
Senegal,SEN,2012,7461.624023,1038.077646,65.393,0.28,0.14,0,0.03,0.11,1.2637181,1.063701094,14.1132316
Singapore,SGP,2012,139951.8438,54431.16199,81.99512195,1.89,1.34,0.03,0.25,0.27,0.676633552,0.292298889,1.713163366
Solomon Islands,SLB,2012,4816.600098,1858.689868,69.4,,,,,,1.168488842,0.56016103,10.43865151
Sierra Leone,SLE,2012,4372.698242,561.8984239,49.762,,,,,,1.241876228,1.108985058,16.72881462
El Salvador,SLV,2012,18156.44727,3827.786267,72.479,2.48,1.09,0.01,1.36,0.03,5.09833897,0.799958389,159.3743263
Somalia,SOM,2012,2143.208008,,54.694,,,,,,1.96037901,0.90819441,21.42932798
Serbia,SRB,2012,32035.37695,5659.380204,74.83658537,9.38,2.87,0.21,2.12,4.18,2.372789739,1.230365075,29.42825855
Sao Tome and Principe,STP,2012,9677.376953,1380.949959,66.125,,,,,,1.400557048,1.046530849,16.66008526
Suriname,SUR,2012,41975.08594,9272.413453,70.79,5.73,2.07,0.22,3.33,0.11,2.447709118,0.854811824,25.47563727
Slovak Republic,SVK,2012,60687.41406,17274.6423,76.1097561,10.12,3.65,0.47,4.35,1.65,3.094345562,1.325830503,25.03204961
Slovenia,SVN,2012,61992.95703,22532.43564,80.12439024,10.95,4.58,0,0.87,5.5,2.678613058,1.361101719,55.68346614
Sweden,SWE,2012,88778.14063,57134.07707,81.70487805,7.4,2.7,0,1.1,3.6,2.647790995,0.83761727,27.254905
Swaziland,SWZ,2012,31817.26758,3864.760436,54.158,,,,,,2.317227162,0.997705163,28.99348209
Seychelles,SYC,2012,,12845.17363,74.27560976,,,,,,1.138272464,0.520730685,14.32756108
Syrian Arab Republic,SYR,2012,22666.16797,,70.549,,,,,,0.599265986,0.460833839,2.630135468
Chad,TCD,2012,5614.879883,973.4702574,51.3,0.62,0.38,0.14,0.04,0.05,1.248776002,1.064922241,14.37243197
Togo,TGO,2012,2859.126953,563.6894247,58.668,,,,,,1.312764266,1.07178903,17.35190455
Thailand,THA,2012,24587.17969,5859.915622,74.446,6.56,1.68,0.01,4.83,0.03,1.236563109,0.429319568,25.21432079
Tajikistan,TJK,2012,6814.38916,954.7205253,70.234,,,,,,2.848665874,0.858357723,25.02795544
Turkmenistan,TKM,2012,27821.30664,6675.262954,67.167,2.75,0.64,0,1.3,0.81,3.211051463,0.919491291,26.92590268
Timor-Leste,TLS,2012,9470.709961,1027.784502,67.805,,,,,,0.992745927,0.517715838,11.55304579
Tonga,TON,2012,13816.39258,4500.750362,72.446,,,,,,1.137947708,0.570707812,6.514323235
Trinidad and Tobago,TTO,2012,65390.35938,19152.05301,70.118,6.7,3.59,0.11,2.85,0.15,2.318759227,0.847918636,17.78374975
Tunisia,TUN,2012,34574.08984,4137.54814,75.023,1.3,0.85,0,0.06,0.39,0.710169523,0.46848684,2.575142704
Turkey,TUR,2012,61542.67969,11720.3077,74.711,1.54,0.9,0,0.51,0.12,0.968379831,0.771741334,1.990725484
Tuvalu,TUV,2012,,3718.018711,,,,,,,,,
Tanzania,TZA,2012,4901.273926,820.1562898,62.528,3.98,0.77,2.98,0.21,0.02,2.148343381,0.932393084,25.58256251
Uganda,UGA,2012,4672.586914,637.1300089,58.347,,,,,,1.317468781,1.167283587,29.0293546
Ukraine,UKR,2012,19268.39258,3855.42128,70.94414634,8.44,3.27,0.24,4.19,0.73,3.948930741,4.421081838,148.5018532
Uruguay,URY,2012,38751.77344,15092.06819,76.89,5.77,2.01,0,0.57,3.18,1.44637896,0.567933106,20.70399086
United States,USA,2012,109145.9063,51450.1223,78.74146341,8.82,4.28,0,2.95,1.59,2.820408529,1.508011945,27.62632546
Uzbekistan,UZB,2012,11321.76465,1740.468298,70.604,,,,,,2.483819999,0.858850266,8.8886888
St. Vincent and the Grenadines,VCT,2012,23705.56055,6338.117781,72.657,6.93,2.34,0.12,4.14,0.33,3.239615773,0.895658637,55.02684926
"Venezuela, RB",VEN,2012,41932.57031,12755.00008,73.885,6.7,4.83,0.08,1.68,0.1,1.995504371,0.664566975,3.928341047
Vietnam,VNM,2012,8224.595703,1722.683931,75.476,4.12,2.18,0,1.92,0.02,1.587095911,1.466669814,9.58464264
Vanuatu,VUT,2012,6978.293945,3158.58688,71.241,,,,,,1.199957352,0.561978105,10.41982039
Samoa,WSM,2012,31024.54492,4234.640751,73.875,,,,,,1.124832823,0.567178844,6.723253357
"Yemen, Rep.",YEM,2012,20074.04297,1420.842721,64.046,0.04,0.04,0,0,0,0.700082463,0.455078758,3.84094015
South Africa,ZAF,2012,44009.74219,7478.225699,58.545,7.38,4.55,0.96,0.59,1.29,2.155674365,0.948634243,16.30225469
Zambia,ZMB,2012,9419.001953,1734.930612,59.011,2.59,0.86,1.27,0.4,0.06,2.359955368,0.988134797,35.63154231
Zimbabwe,ZWE,2012,4028.436035,968.1638715,56.516,6.09,2.07,3.5,0.44,0.08,2.367888462,0.999565668,40.91792677
Afghanistan,AFG,2013,6947.209961,638.6125432,62.494,0.01,0.01,0,0,0,0.75571903,0.453764196,7.73679576
Angola,AGO,2013,16260.81836,4804.616884,60.373,8.1,5.42,0.06,1.18,1.44,1.861282239,1.052262811,15.92551893
Albania,ALB,2013,28623.1582,4413.081697,77.702,4.76,1.68,0.08,1.92,1.08,1.98435247,1.266176174,5.074980485
Andorra,AND,2013,,40619.7113,,9.98,3.1,0,2.59,4.29,1.718048491,0.58759114,10.11547642
United Arab Emirates,ARE,2013,91364.16406,43350.64268,76.798,1.82,0.19,0.01,1.5,0.12,0.762197903,0.469961906,5.956450882
Argentina,ARG,2013,46337.18359,12976.63642,76.089,8.28,3.36,0.89,0.52,3.51,2.688235741,0.916737381,16.31348773
Armenia,ARM,2013,18860.69336,3843.591213,74.044,3.79,0.42,0.01,3.23,0.13,2.516524856,0.898860216,13.86909219
Antigua and Barbuda,ATG,2013,,12194.60876,75.892,8.58,2.77,0.27,3.84,1.7,3.076278756,1.000889197,44.26241375
Australia,AUS,2013,86148.78906,67708.68929,82.14878049,9.87,4.04,0.84,1.29,3.7,1.836169853,0.958482874,14.47963892
Austria,AUT,2013,89000.66406,50719.38828,81.13658537,11.82,6.03,0,1.7,4.09,2.805144951,0.985951114,34.22726325
Azerbaijan,AZE,2013,35098.76953,7875.756953,71.656,2.14,0.19,0.09,1.63,0.23,4.164789005,1.032065779,92.16611454
Burundi,BDI,2013,1842.916016,282.7555252,56.259,,,,,,2.203723285,0.941688274,30.6435041
Belgium,BEL,2013,100509.9141,46582.66955,80.58780488,11.77,5.81,0.01,1.68,4.26,2.033707429,0.691649705,31.11712565
Benin,BEN,2013,4959.36084,915.2674586,60.113,,,,,,1.300939185,1.126855288,19.55345354
Burkina Faso,BFA,2013,4414.725098,699.781537,58.942,4.64,0.67,3.63,0.24,0.1,1.296356436,1.134431717,23.09584347
Bangladesh,BGD,2013,7527.505859,951.8894535,71.431,0.01,0,0,0,0,1.917858128,0.953065317,6.658210957
Bulgaria,BGR,2013,39505.14063,7674.860559,74.86097561,12.06,4.27,0.06,4.88,2.86,2.02805405,1.230459853,8.526659921
Bahrain,BHR,2013,77029.66406,24737.17178,76.482,1.65,0.37,0.02,1.14,0.12,0.801055866,0.465418874,8.573126881
"Bahamas, The",BHS,2013,45433.44531,28303.46729,75.23,9.42,3.47,0.35,3.99,1.61,2.809734947,0.945903614,31.39109789
Bosnia and Herzegovina,BIH,2013,35169.04688,5042.582213,76.39,4.12,3.28,0.14,0.55,0.15,3.763522428,1.832092583,26.91363655
Belarus,BLR,2013,32819.125,7978.872615,72.47073171,14.66,3.08,4.77,6.45,0.37,4.32549352,3.918566487,130.3453077
Belize,BLZ,2013,19858.57422,4688.538443,69.895,6.56,4.34,0.16,1.89,0.17,2.612431137,0.848040641,33.26831579
Bolivia,BOL,2013,13509.68359,2947.938526,67.922,3.78,2.73,0.05,0.83,0.17,2.223551227,0.763240042,26.71846299
Brazil,BRA,2013,33734.05859,12216.90446,74.777,7.24,4.45,0.04,2.49,0.27,4.118285094,1.350805774,42.66693542
Barbados,BRB,2013,31967.83398,16326.91348,75.448,8.74,3.4,0.18,4.28,0.87,2.167318133,0.846583336,12.48220166
Brunei Darussalam,BRN,2013,163945.375,44597.27968,76.823,,,,,,1.140020911,0.415924035,2.15255502
Bhutan,BTN,2013,15420.00684,2350.882889,69.038,,,,,,2.965170419,1.687280529,19.25262437
Botswana,BWA,2013,39135.91797,7007.625786,63.63,,,,,,2.347019884,0.993045496,27.60365901
Central African Republic,CAF,2013,1567.72998,337.4849614,49.825,,,,,,1.887942843,1.012576226,20.11155311
Canada,CAN,2013,81871.02344,52418.31506,81.77204878,8.2,3.9,0.2,2.1,2,2.037098036,1.130739673,22.23997932
Switzerland,CHE,2013,102051.7031,85112.4644,82.79756098,9.73,3.17,0.12,1.76,4.69,1.954038282,0.661169113,21.41421966
Chile,CHL,2013,48168.90234,15941.39722,78.931,7.2,2.6,0.24,1.71,2.65,3.367401078,1.358274368,20.86569014
China,CHN,2013,21230.38086,7077.770765,75.769,5.79,1.89,0,3.71,0.19,1.740112592,0.491366833,13.50692745
Cote d'Ivoire,CIV,2013,8843.963867,1423.682282,51.989,3.15,0.82,2.08,0.01,0.24,1.373397386,1.084331099,20.74062544
Cameroon,CMR,2013,6851.220215,1493.746567,56.665,,,,,,1.40846006,1.214220358,27.63743204
"Congo, Dem. Rep.",COD,2013,1830.041016,458.1253652,58.347,,,,,,1.766575641,1.00241024,15.80375004
"Congo, Rep.",COG,2013,14652.73926,2964.572989,62.89,,,,,,1.837232858,1.096272287,16.83749221
Colombia,COL,2013,25641.09961,8030.585914,73.847,4.41,3.03,0.02,1.31,0.05,2.49544231,0.940206618,2.295908879
Comoros,COM,2013,5943.939941,834.3410949,62.923,,,,,,1.981409939,0.903931202,19.54787322
Cabo Verde,CPV,2013,16470.51563,3558.796314,72.259,,,,,,1.366099297,1.07944024,15.83282972
Costa Rica,CRI,2013,32578.94922,10569.66631,79.254,3.42,2.17,0.04,0.98,0.24,1.998731297,0.665491231,9.021802105
Cuba,CUB,2013,,6760.15344,79.282,4.18,1.69,0.02,2.39,0.08,2.511044436,0.866339619,35.95940425
Cyprus,CYP,2013,51496.47656,27942.31667,79.995,9.04,3.3,0,3.25,2.48,1.573980443,0.583704176,5.729776217
Czech Republic,CZE,2013,59800.15234,19916.01939,78.17560976,12.45,6.9,0,3.05,2.49,1.892512798,1.269009447,25.21302074
Germany,DEU,2013,85869.08594,46530.91143,80.4902439,10.94,5.81,0,2.05,3.08,2.980012793,0.996416744,45.17515338
Djibouti,DJI,2013,7741.64209,1622.637974,61.691,0.53,0.11,0,0.22,0.2,2.021139866,0.899008951,17.76692749
Dominica,DMA,2013,,6933.415429,,,,,,,2.721962925,0.920058458,36.67612852
Denmark,DNK,2013,92576.41406,61191.19263,80.3,9.5,3.51,0.07,1.58,4.33,2.681058969,0.859544709,91.49702941
