country,code,year,prod,gdp_per_cap,life_exp,total,beer,other,spirit,wine,pc_m_dis,pc_fm_dis,de_per_mil
Bhutan,BTN,2001,9554.214844,807.9387673,61.625,0.14,0.14,0,0,0,2.663339174,1.569549065,20.6791785
Botswana,BWA,2001,33618.59766,3128.097793,48.838,5.48,2.69,2.2,0.36,0.23,2.39540561,1.011746046,37.94186349
Central African Republic,CAF,2001,2168.863037,243.1586486,43.755,1.52,0.38,1.08,0.04,0.03,1.960888368,1.034249365,24.61403792
Canada,CAN,2001,76746.00781,23691.59472,79.48780488,7.6,4.2,0,2.1,1.4,2.083190035,1.077780866,22.62152029
Switzerland,CHE,2001,93115.70313,38538.99005,80.1804878,11.12,3.38,0.12,1.93,5.68,2.059565749,0.696711851,26.84196923
Chile,CHL,2001,40267.27734,4595.666327,77.034,6.1,1.78,0.01,1.91,2.38,3.672681799,1.453050804,30.68113513
China,CHN,2001,7053.375977,1053.108243,72.401,2.84,0.93,0,1.77,0.14,1.801259405,0.512740181,13.96143522
Cote d'Ivoire,CIV,2001,8213.52832,656.834565,46.567,3.15,0.54,2.28,0.04,0.29,1.42428725,1.072124987,23.18657096
Cameroon,CMR,2001,6545.396973,661.7774417,50.495,4.43,2.27,2.07,0,0.09,1.390781107,1.184960884,26.41232204
"Congo, Dem. Rep.",COD,2001,1330.978027,153.6995733,50.667,1.9,0.27,1.61,0.02,0,1.768448069,1.010080644,17.73230928
"Congo, Rep.",COG,2001,14223.00195,842.7090677,51.577,2.3,1.54,0,0.46,0.3,1.977595728,1.163832431,24.18250926
Colombia,COL,2001,23079.87305,2395.856551,71.293,4.43,2.61,0.03,1.77,0.02,2.40115971,0.840548476,2.555870294
Comoros,COM,2001,6547.48291,395.9319363,59.529,0.08,0.02,0,0.04,0.03,1.985641339,0.90867763,20.80368905
Cabo Verde,CPV,2001,12347.62988,1268.884564,70.358,3.81,2.12,0,0.46,1.23,1.361906158,1.057678228,16.09124274
Costa Rica,CRI,2001,24863.14648,3981.528047,77.597,4.29,2.25,0,1.91,0.13,1.989638863,0.657858716,10.92860248
Cuba,CUB,2001,,2832.188893,76.88,4.04,1.31,0,2.69,0.04,2.450812821,0.840547119,28.7435343
Cyprus,CYP,2001,48435.02734,15062.92433,78.14,10.16,3.71,0,3.97,2.47,1.543172287,0.573524789,7.323644776
Czech Republic,CZE,2001,47052.12109,6609.20553,75.17317073,13.36,7.59,0,3.94,1.84,1.813221766,1.179251867,21.41029348
Germany,DEU,2001,83447.63281,23687.31689,78.32926829,12.46,6.71,0,2.54,3.21,3.481137099,1.062366367,52.0842186
Djibouti,DJI,2001,6215.38916,781.2322196,57.1,0.95,0.22,0,0.67,0.06,2.001375947,0.886469679,17.68705892
Dominica,DMA,2001,,4924.922784,,8.74,1,0.04,6.82,0.88,2.82144387,0.990026222,36.70210335
Denmark,DNK,2001,83324.14063,30751.64946,76.79268293,11.56,5.57,0,1.39,4.6,2.616665695,0.842227972,84.61212049
Dominican Republic,DOM,2001,20324.97461,2862.154836,70.775,6.13,2.38,0,3.61,0.14,2.288235192,0.856645912,19.37655408
Algeria,DZA,2001,49264.21875,1732.857979,70.778,0.23,0.1,0,0.01,0.12,0.710474539,0.46180788,3.291995901
Ecuador,ECU,2001,19007.55078,1903.741571,73.22,4.13,1.5,0,2.57,0.05,2.826382071,0.771073708,51.51742793
"Egypt, Arab Rep.",EGY,2001,28301.1543,1370.717438,68.807,0.14,0.06,0,0.06,0.01,0.670328552,0.457210753,2.567689415
Eritrea,ERI,2001,4207.887207,215.1392103,55.847,0.61,0.45,0.13,0.03,0,2.121442432,0.93290298,27.50741977
Spain,ESP,2001,76487.49219,15323.6114,79.36829268,9.86,4.43,0,1.58,3.86,1.268986565,0.433911497,7.121753457
Estonia,EST,2001,40029.07422,4498.957027,70.25853659,,,,,,5.084571795,4.323610561,217.6259428
Ethiopia,ETH,2001,1604.350952,120.1789279,52.593,0.85,0.2,0.61,0.03,0.01,3.032777476,0.801756127,32.35502955
Finland,FIN,2001,78979.66406,24913.24452,77.96585366,8.94,4.37,1.06,2.32,1.19,4.496573465,1.51574771,98.84823944
Fiji,FJI,2001,19520.12305,2038.891729,67.734,1.93,1.67,0,0.16,0.11,1.033820492,0.563016221,2.824712082
France,FRA,2001,85881.00781,22527.31812,79.15853659,13.89,2.15,0.56,2.77,8.4,2.228981979,0.797000607,44.01595642
"Micronesia, Fed. Sts.",FSM,2001,,2240.021462,67.414,2.82,2.74,0,0.07,0.02,1.241961982,0.564670289,11.20233927
Gabon,GAB,2001,76145.72656,3976.104887,59.171,9.29,6.05,0,1.69,1.55,2.101816466,1.13729658,25.21516158
United Kingdom,GBR,2001,71477.57031,27427.5875,77.99268293,10.91,5.06,0.61,2.03,3.22,2.036224563,0.725407032,14.84231381
Georgia,GEO,2001,7090.314941,733.9704142,72.182,2.76,0.45,0,1.07,1.24,2.542696532,0.824647673,10.64506755
Ghana,GHA,2001,5778.709961,273.6596668,57.147,1.49,0.34,0.96,0.15,0.04,1.231971173,1.104983244,14.90100951
Guinea,GIN,2001,3313.797119,315.8398003,51.229,0.17,0.15,0,0.01,0.02,1.198091954,1.057376301,13.77086814
"Gambia, The",GMB,2001,5681.437988,541.0558913,56.329,2.25,0.19,2.03,0.01,0.02,1.161991988,1.057465795,12.64242387
Guinea-Bissau,GNB,2001,3669.124023,309.486749,52.45,2.55,0.37,1.13,0.6,0.45,1.35308992,1.09618266,20.49584012
Equatorial Guinea,GNQ,2001,52086.58984,2283.879039,53.099,5.07,0.81,0,0,4.26,1.989836187,1.079067176,23.66719652
Greece,GRC,2001,62931.72266,12538.17883,78.38780488,8.62,2.35,0.01,2.49,3.78,1.565334676,0.59520665,2.114385476
Grenada,GRD,2001,,5109.958715,70.551,9.61,3.52,0.01,5.71,0.37,2.650551506,0.846959151,26.85230352
Guatemala,GTM,2001,17397.8125,1568.376276,68.304,2.53,1.06,0,1.44,0.03,4.9724363,1.15125439,156.7774359
Guyana,GUY,2001,14491.76758,925.5825046,65.065,6.71,1.58,0,5.12,0.01,2.771660125,1.035584599,36.48283705
Honduras,HND,2001,9286.853516,1130.405046,70.756,2.74,1.33,0,1.4,0.01,2.556872473,0.686953684,51.76522663
Croatia,HRV,2001,43983.91016,5245.421419,74.51292683,13.15,5.2,0.04,1.82,6.09,2.48836014,1.235852483,40.60415743
Haiti,HTI,2001,4930.249023,413.7383164,57.969,6.22,0.03,0,6.17,0.02,2.564460699,0.934103119,34.22555125
Hungary,HUN,2001,48330.26953,5283.034459,72.24878049,13.18,4.25,0,4.07,4.86,2.957930497,1.425553586,49.43558208
Indonesia,IDN,2001,13416.16992,796.3958746,66.467,0.06,0.06,0,0,0,0.637057415,0.431568731,3.765432008
India,IND,2001,6903.245117,447.0138966,62.977,1,0.07,0,0.92,0.01,2.496762376,0.528649458,22.92627214
Ireland,IRL,2001,93011.0625,28227.27791,77.13414634,14.27,7.88,1.36,3.06,1.97,2.762228606,1.16097472,22.26320122
"Iran, Islamic Rep.",IRN,2001,46990.30469,1890.991526,70.526,0,0,0,0,0,0.631682764,0.340520852,2.218674408
Iraq,IRQ,2001,61746.74219,,69.081,0.17,0.16,0,0,0,0.736008641,0.491367279,7.099852652
Iceland,ISL,2001,59541.52734,28585.9254,80.6902439,6.37,3.12,0.05,1.68,1.52,1.702723586,0.610300733,18.57428951
Israel,ISR,2001,69108.26563,20299.13773,79.40731707,2.53,1.05,0,1.29,0.19,0.844536432,0.303856118,12.51236818
Italy,ITA,2001,98927.76563,20400.81111,80.12682927,9.69,1.69,0,1.07,6.93,0.655618122,0.281898498,3.552403113
Jamaica,JAM,2001,20685.96094,3394.800708,72.487,3.89,1.81,0,1.95,0.12,1.93600167,0.825027839,4.411168294
Jordan,JOR,2001,34385.39844,1728.260509,71.907,0.55,0.15,0,0.39,0.01,0.696059556,0.459727317,4.030728268
Japan,JPN,2001,66901.99219,33846.46564,81.41707317,8.03,2.21,2.48,3.05,0.28,0.831143999,0.270036858,3.22185645
Kazakhstan,KAZ,2001,24163.01758,1490.92709,65.76829268,5.75,0.99,0,4.58,0.18,3.458329961,0.986842086,45.36151595
Kenya,KEN,2001,6254.847168,401.7763612,52.004,1.63,0.67,0.4,0.54,0.02,1.397558846,0.84101487,14.6956966
Kyrgyz Republic,KGZ,2001,5537.354004,308.4087767,68.70731707,2.62,0.25,0.04,2.25,0.09,4.586558959,1.295239706,123.9012353
Cambodia,KHM,2001,2989.645996,321.2263004,59.335,1.71,0.26,0,1.44,0,1.186978256,0.519158419,21.32255082
Kiribati,KIR,2001,,734.9492461,64.231,0.6,0.42,0,0.17,0.01,1.075108113,0.577920238,6.892785498
St. Kitts and Nevis,KNA,2001,,10025.61596,,8.55,3.54,0.02,4.6,0.39,,,
"Korea, Rep.",KOR,2001,45496.10938,11252.90755,76.41219512,11.45,2.37,8.56,0.47,0.04,3.246562088,0.941103445,25.49479311
Kuwait,KWT,2001,142952.5156,16540.96761,73.232,0.01,0,0,0.01,0,0.716733048,0.470049069,2.986644858
Lao PDR,LAO,2001,5440.202148,326.6408434,59.494,3.13,0.93,0,2.18,0.01,1.166768029,0.521684955,20.31489939
Lebanon,LBN,2001,42570.47266,5253.122599,74.934,2.19,0.44,0,1.11,0.64,0.71725638,0.629187593,2.195701545
Liberia,LBR,2001,2813.410889,174.1815473,52.543,4.4,0.17,0,4.23,0,1.198913773,1.051352032,15.29449386
Libya,LBY,2001,77545,6269.580123,70.616,0,0,0,0,0,0.714394113,0.458494474,3.609565047
St. Lucia,LCA,2001,25070.3418,4693.861534,71.676,12.03,3.22,0.06,7.56,1.18,2.628027744,1.034173569,31.77306143
Sri Lanka,LKA,2001,14070.49121,832.5588021,71.775,1.68,0.1,0,1.58,0,1.155688025,0.515123097,21.12747238
Lesotho,LSO,2001,5929.770996,437.8190154,47.195,2.86,1.57,0.89,0.36,0.04,2.218367682,0.991826385,31.73557474
Lithuania,LTU,2001,33211.89063,3530.147337,71.65853659,10.2,4,0.64,3.67,1.89,4.683680111,3.900520475,142.2160616
Luxembourg,LUX,2001,197419.0313,48179.42085,77.82439024,12.89,4.43,0,2.66,5.81,2.121963795,0.72974147,36.05692753
Latvia,LVA,2001,29644.25391,3572.80513,70.76097561,6.68,2.12,0.14,3.04,1.38,4.320817666,3.67083153,146.4212921
Morocco,MAR,2001,16107.57031,1336.775376,69.209,0.46,0.23,0,0.05,0.18,0.632609448,0.296258535,3.114684751
Moldova,MDA,2001,5897.651855,407.7302432,67.185,10.98,0.64,0,3.65,6.69,3.278403659,3.234766457,74.67314477
Madagascar,MDG,2001,3300.019043,278.5557032,59.129,1.05,0.41,0,0.52,0.12,1.996196322,0.894837914,19.6136079
Maldives,MDV,2001,21213.65039,3031.69994,70.842,1.98,0.44,0,1.38,0.15,0.854653383,0.513273053,4.37174597
Mexico,MEX,2001,38268.28125,7031.378864,74.598,4.86,3.65,0.03,1.12,0.06,2.734492346,0.500337307,57.6015287
"Macedonia, FYR",MKD,2001,28923.36133,1815.920091,73.47,3.27,0.55,0,1.84,0.88,2.001032111,1.227195519,11.59412555
Mali,MLI,2001,6437.080078,306.8473237,48.758,0.51,0.07,0.4,0.01,0.02,1.174287936,1.04571677,11.10154961
Malta,MLT,2001,64065.40234,11021.78636,78.84390244,5.62,2.72,0,1.75,1.15,1.527706,0.57988344,4.402115488
Myanmar,MMR,2001,2987.688965,138.9249275,62.452,0.38,0.1,0,0.28,0,1.133180408,0.543669996,20.91994504
Montenegro,MNE,2001,35792.72656,1909.583957,73.23,,,,,,2.077669144,1.167333349,17.05417796
Mongolia,MNG,2001,12448.57715,524.0145924,63.319,2.87,0.53,0,2.29,0.05,4.245902753,1.170524948,62.14100065
Mozambique,MOZ,2001,1678.968018,256.4414872,48.859,2.09,0.5,0.05,1.47,0.07,2.076703146,0.885030914,23.02463043
Mauritania,MRT,2001,10392.81348,464.229758,60.143,0.01,0,0,0.01,0,1.191435921,1.053302004,11.49580811
Mauritius,MUS,2001,27021.98047,3792.182152,71.76585366,4.38,2.15,0,1.96,0.26,1.715466949,0.536150206,36.65952016
Malawi,MWI,2001,2114.475098,146.7615397,46.71,1.15,0.15,0.71,0.27,0.01,2.096332462,0.90092983,25.31542906
Malaysia,MYS,2001,40223.13672,3915.115046,72.966,0.53,0.41,0,0.08,0.04,1.014953964,0.332838402,20.3783199
Namibia,NAM,2001,22562.54883,1834.294086,54.798,5.09,3.43,0.45,0.69,0.52,2.326841128,0.99703835,30.72581765
Niger,NER,2001,1944.92395,165.2507247,50.494,0.11,0.06,0.02,0.02,0.01,1.162948164,1.039480156,11.90770796
Nigeria,NGA,2001,9775.615234,351.7996666,46.509,9.58,0.45,9.11,0.02,0,1.160774635,1.04227365,14.42297265
Nicaragua,NIC,2001,10444.69629,1043.600758,70.214,3.51,1.04,0,2.45,0.01,3.262068643,0.668795167,70.2222708
Netherlands,NLD,2001,83596.1875,26584.12169,78.1902439,9.95,4.87,0,2.1,2.98,1.157048423,0.47419534,15.88029876
Norway,NOR,2001,114168.7578,38549.58934,78.78536585,5.49,2.82,0.07,1,1.6,2.817455835,0.966782316,44.7367489
Nepal,NPL,2001,3186.249023,248.6183539,63.082,0.09,0.08,0,0.01,0,1.91468654,0.916525737,13.711497
Nauru,NRU,2001,,,,2.14,2,0,0,0.14,,,
New Zealand,NZL,2001,60248.14453,13882.85683,78.69268293,8.75,4.18,0.62,1.29,2.51,2.176313093,1.088254771,8.571878314
Oman,OMN,2001,161952.8281,8476.610511,72.58,0.55,0.28,0,0.27,0.01,0.691786992,0.456869593,2.701613249
Pakistan,PAK,2001,12539.57324,510.6568157,62.967,0.01,0,0.01,0,0,2.065798347,0.905895783,11.0439203
Panama,PAN,2001,28307.64258,4046.372833,75.267,5.43,3.37,0.01,1.93,0.11,1.982313592,0.660297848,8.049615753
Peru,PER,2001,14884.68457,1981.243653,70.964,4.22,1.7,0,2.21,0.3,2.289424516,0.724228346,31.89179031
Philippines,PHL,2001,11966.73828,957.2807441,67.308,4.54,1.12,0,3.41,0.01,1.277726307,0.523842293,21.45806985
Papua New Guinea,PNG,2001,4121.395996,539.0031987,62.139,0.68,0.63,0,0.04,0.01,1.177956908,0.559462185,9.971875547
Poland,POL,2001,39492.55859,4981.198619,74.2,7.74,4.08,0,2.09,1.56,2.885076645,1.024915132,73.23596077
"Korea, Dem. People’s Rep.",PRK,2001,2734.086914,,66.087,2.53,0.2,0,2.33,0,1.510598688,0.531191652,11.04850358
Portugal,PRT,2001,52797.60938,11729.14616,76.81463415,12.22,3.65,0.33,1.6,6.65,2.039041021,0.37225477,14.36644415
Paraguay,PRY,2001,14712.10547,1417.260582,70.335,6.66,4.2,0.01,1.83,0.62,3.375068854,1.203918873,27.77825116
Qatar,QAT,2001,196851.8281,28430.63635,76.387,0.76,0.13,0,0.58,0.05,0.765173123,0.465309906,5.879034733
Romania,ROU,2001,23590.66016,1839.72945,71.16097561,9.78,3.12,0,3.5,3.16,2.267825184,1.276111665,48.28178399
Russian Federation,RUS,2001,32650.8125,2100.362386,65.38341463,10.47,2.63,0,7.09,0.75,7.512136964,3.82475905,291.8204569
Rwanda,RWA,2001,1698.942993,201.0569654,49.793,5.72,0.53,5.17,0.01,0,3.488553545,0.890655178,25.79545953
Saudi Arabia,SAU,2001,140037.3906,8643.494005,72.651,0.05,0,0,0.05,0,0.651907802,0.444097832,2.783475536
Sudan,SDN,2001,12157.64941,377.5254454,58.801,1.81,0,1.54,0.27,0,0.722489546,0.44796786,5.389027718
Senegal,SEN,2001,7205.074219,481.2870397,58.18,0.34,0.16,0,0.04,0.14,1.244843674,1.049529871,14.18491051
Singapore,SGP,2001,104198.9453,21577.07823,78.25121951,2.08,1.34,0,0.61,0.13,0.679482374,0.302940415,1.964676754
Solomon Islands,SLB,2001,3726.018066,944.81684,63.744,0.7,0.44,0,0.24,0.01,1.157849642,0.556253229,10.02114789
Sierra Leone,SLE,2001,2367.197998,227.7790471,39.66,4.21,0.13,4.08,0,0,1.234384231,1.088339294,17.0344092
El Salvador,SLV,2001,17809.06836,2338.772244,69.135,2.88,1.12,0,1.75,0.02,5.421225446,0.881286189,202.5853808
Somalia,SOM,2001,2106.128906,,51.211,0,0,0,0,0,1.959772573,0.906991854,21.83887905
Serbia,SRB,2001,17181.32422,1634.875061,72.23414634,7.53,3.65,0,2.41,1.48,2.37100425,1.177089203,32.85804241
Sao Tome and Principe,STP,2001,7806.120117,510.0216381,63.526,5.02,1.15,0,0.89,2.98,1.361889647,1.034040482,16.30004334
Suriname,SUR,2001,32368.09961,1598.077512,67.918,4.23,1.72,0,2.44,0.07,2.484216655,0.863669485,26.56694805
Slovak Republic,SVK,2001,40770.34375,5708.082659,73.40243902,10.73,4.32,0.37,4.56,1.48,3.151985925,1.255330029,21.58524162
Slovenia,SVN,2001,50983.32422,10479.29634,75.75853659,10.8,4.65,0,1.87,4.29,2.693639665,1.307580045,55.26422293
Sweden,SWE,2001,75814.99219,26969.24457,79.79512195,6.6,2.7,0,1.4,2.5,2.528200862,0.815025719,40.11658725
Swaziland,SWZ,2001,25333.67383,1437.634908,47.352,6.72,1.57,4.43,0.46,0.26,2.411033773,1.024470345,42.04450546
Seychelles,SYC,2001,,7663.13708,73.25365854,6.72,6.14,0,0.42,0.16,1.202595626,0.510890662,17.86940703
Syrian Arab Republic,SYR,2001,20034.50195,1258.421953,73.371,1.29,0.06,0,0.9,0.33,0.572524845,0.452901636,2.858089014
Chad,TCD,2001,3061.887939,197.3156442,47.603,0.3,0.18,0.11,0,0,1.245048998,1.052305826,14.89798594
Togo,TGO,2001,2718.471924,260.6394652,53.551,0.95,0.43,0.26,0.06,0.2,1.306157076,1.052501014,17.78986441
Thailand,THA,2001,17135.10156,1893.145377,70.841,5.92,1.22,0,4.68,0.02,1.250798156,0.527299781,28.88509669
Tajikistan,TJK,2001,4234.931152,170.8159721,65.894,0.86,0.01,0,0.67,0.18,2.769064319,0.843711945,26.98540245
Turkmenistan,TKM,2001,13977.87598,774.4763388,63.842,2.35,0.08,0,1.28,0.99,3.082125882,0.893904986,28.89852354
Timor-Leste,TLS,2001,6121.399902,481.2947703,60.304,0.5,0.42,0,0.05,0.03,0.982689775,0.50864928,13.33998079
Tonga,TON,2001,13587.81641,1837.977391,70.949,1.35,0.66,0,0.59,0.1,1.128378447,0.564468627,6.799044135
Trinidad and Tobago,TTO,2001,46265.59766,6935.721451,68.584,4.55,2.05,0,2.43,0.06,2.189543627,0.835305878,10.17264899
Tunisia,TUN,2001,27331.56641,2254.933126,73.402,1.19,0.75,0,0.04,0.39,0.696266384,0.462364191,2.63416181
Turkey,TUR,2001,41334.49609,3119.603167,70.571,1.49,0.74,0,0.69,0.05,0.987122076,0.723445027,4.621371978
Tuvalu,TUV,2001,,1387.357543,,1.98,1.07,0,0.73,0.18,,,
Tanzania,TZA,2001,3436.333008,304.339284,52.281,4.09,0.49,3.5,0.09,0.01,2.090427891,0.930965268,25.17133937
Uganda,UGA,2001,3185.611084,234.9840775,48.12,10.57,0.48,9.9,0.19,0,1.367043136,1.167928261,30.880663
Ukraine,UKR,2001,12796.22754,780.7380243,68.28707317,4.31,1.51,0,2.33,0.47,3.666307089,4.298991595,164.098219
Uruguay,URY,2001,29977.69336,6281.377047,75.022,6.48,1.19,0,0.93,4.36,1.365260438,0.513208572,20.16313498
United States,USA,2001,93124.41406,37273.6181,76.83658537,8.25,4.66,0,2.42,1.17,2.870988028,1.479315837,24.25156254
Uzbekistan,UZB,2001,6944.774902,456.7034892,67.366,1.53,0.2,0,1,0.33,2.530572713,0.824462475,16.11430974
St. Vincent and the Grenadines,VCT,2001,21229.07227,3982.297759,70.635,4.73,1.97,0.01,2.67,0.07,3.32651986,0.964272125,56.84968953
"Venezuela, RB",VEN,2001,39491.88281,4926.311339,72.507,8.05,6,0,1.94,0.11,1.979955133,0.656403111,8.864752865
Vietnam,VNM,2001,5175.104004,402.8251339,73.487,1.84,0.83,0,1.01,0.01,1.436114456,1.417208105,9.456977943
Vanuatu,VUT,2001,6843.075195,1362.601731,67.82,0.91,0.4,0,0.34,0.16,1.222846937,0.56552831,10.78658342
Samoa,WSM,2001,23960.69141,1555.474051,69.637,3.43,3.26,3,0.15,0.02,1.109614109,0.559319107,6.933595782
"Yemen, Rep.",YEM,2001,19415.44727,535.8330521,60.631,0.08,0.08,0,0,0,0.688244577,0.449621815,3.908997136
South Africa,ZAF,2001,36619.02734,2621.554437,55.273,7.38,3.73,0.88,1.16,1.61,2.15492093,0.944427273,34.32963172
Zambia,ZMB,2001,5813.891113,378.2736238,45.448,2.61,0.52,1.83,0.24,0.02,2.25289972,1.01859198,35.6546148
Zimbabwe,ZWE,2001,6249.333008,548.0587312,44.326,1.72,0.74,0.76,0.19,0.03,2.220993941,0.962321295,23.95663361
Afghanistan,AFG,2002,4314.053223,187.845095,56.637,0.01,0,0,0,0,0.744460372,0.446192358,7.87919808
Angola,AGO,2002,10222.48633,711.181716,49.341,2.82,1.56,0,0.47,0.8,1.843315562,1.043914673,17.0743204
Albania,ALB,2002,17701.14258,1453.642777,74.575,3.73,1.23,0,2.09,0.41,1.881621624,1.216712467,4.88665427
Andorra,AND,2002,,24741.49357,,12.63,3.21,0,3.15,6.27,1.70357343,0.578503977,10.76030245
United Arab Emirates,ARE,2002,168734.2188,31311.35936,74.73,1.72,0.52,0,1.12,0.08,0.75877923,0.463461235,5.476804235
Argentina,ARG,2002,34759.41406,2579.193168,74.236,7.81,2.08,0.04,0.41,5.28,3.618661734,1.003903527,22.51890248
Armenia,ARM,2002,9603.007813,783.2616099,72.112,2.86,0.17,0,2.48,0.21,2.530188528,0.856502673,14.86191746
Antigua and Barbuda,ATG,2002,,9443.063591,73.957,7.21,1.77,0.02,4.02,1.39,3.228643971,1.114290147,51.99220899
Australia,AUS,2002,77501.28125,20081.81763,79.93658537,9.84,4.97,0,1.86,3.01,1.829061449,0.953767287,14.54496803
Austria,AUT,2002,84200.95313,26401.74546,78.67804878,12.5,6.4,0,1.7,4.4,2.918849497,0.998446405,31.4544763
Azerbaijan,AZE,2002,13063.28809,763.0730858,67.391,0.55,0.21,0,0.25,0.08,4.06764299,0.997537539,89.4265846
Burundi,BDI,2002,1801.296021,122.4335893,51.977,5.98,1.02,4.95,0,0.01,2.238384259,0.965046009,33.51434774
Belgium,BEL,2002,96455.71875,25052.33939,78.07560976,11.29,6.09,0,0.95,4.26,2.078368855,0.695939584,26.51972631
Benin,BEN,2002,4403.179199,418.6985763,56.025,1.23,0.73,0.38,0.02,0.1,1.296622029,1.106989697,19.16957421
Burkina Faso,BFA,2002,2778.704102,260.7635413,51.384,4.53,0.41,3.77,0.27,0.08,1.282246477,1.120402764,22.58493737
Bangladesh,BGD,2002,4858.812988,400.6135745,66.448,0,0,0,0,0,1.783881096,0.948004113,7.526087992
Bulgaria,BGR,2002,28780.36328,2087.534843,71.86585366,10.2,2.98,0,4.88,2.34,2.125853356,1.170873987,13.29593656
Bahrain,BHR,2002,99243.13281,13102.33457,74.822,1.99,0.55,0,1.24,0.19,0.839884064,0.463667439,9.677006993
"Bahamas, The",BHS,2002,52997.63672,22506.35114,72.971,10.85,3.61,0.03,5.75,1.46,2.935596784,1.007323648,33.0310712
Bosnia and Herzegovina,BIH,2002,24109.92383,1761.537647,74.824,3.84,2.65,0,0.87,0.33,3.885747921,1.72220654,46.90460604
Belarus,BLR,2002,17299.12109,1479.383142,68.05609756,12.23,2.73,3.89,4.75,0.41,4.290061655,3.860335926,153.5840123
Belize,BLZ,2002,21632.39453,3556.561825,68.46,4.99,3.09,0,1.79,0.11,2.697501234,0.848960185,35.92085326
Bolivia,BOL,2002,10551.73047,913.5756423,61.829,2.26,1.58,0,0.62,0.06,2.32139876,0.777901232,31.67065365
Brazil,BRA,2002,27141.04297,2819.649531,70.896,7,3.32,0.01,3.37,0.3,4.244818465,1.306917415,43.78520729
Barbados,BRB,2002,29047.17188,11675.34754,73.691,7.59,2.91,0.03,4.09,0.55,2.187580662,0.837738662,11.91540743
Brunei Darussalam,BRN,2002,187727.5938,16846.02198,75.65,0.13,0.09,0,0.03,0.01,1.100853942,0.409481714,2.072533142
Bhutan,BTN,2002,9871.583984,885.6382245,62.484,0.29,0.29,0,0,0,2.713737297,1.590027975,20.44579177
Botswana,BWA,2002,35871.0625,3055.618382,49.108,6.41,2.6,2.06,1.22,0.53,2.394842946,1.009985912,37.81808308
Central African Republic,CAF,2002,2206.230957,253.7068343,43.718,1.47,0.3,1.12,0.02,0.02,1.952564194,1.030206105,23.98110577
Canada,CAN,2002,77270.82031,24167.80431,79.5902439,7.7,4.2,0,2.1,1.4,2.079882763,1.084176915,22.62601527
Switzerland,CHE,2002,92955.5,41376.39399,80.38536585,10.85,3.26,0.12,1.93,5.55,2.059070818,0.693780832,26.43755178
Chile,CHL,2002,40953.74609,4463.545867,77.255,6.06,1.76,0.01,1.9,2.39,3.684044339,1.454746538,31.04803568
China,CHN,2002,7624.646973,1148.50829,72.84,2.91,0.97,0,1.8,0.14,1.798086864,0.509541755,14.7688589
Cote d'Ivoire,CIV,2002,7990.601074,710.9611683,46.637,3.13,0.51,2.23,0.04,0.34,1.414611326,1.070709607,22.71582345
Cameroon,CMR,2002,6562.268066,719.8896584,51.059,4.58,2.35,2.15,0,0.08,1.391319803,1.189761238,26.51653209
"Congo, Dem. Rep.",COD,2002,1331.94104,175.1360715,51.385,1.85,0.27,1.57,0.01,0,1.761467215,1.005955211,16.9138827
"Congo, Rep.",COG,2002,14441.28027,886.3616653,52.017,2.55,1.75,0,0.53,0.27,1.953441706,1.154984405,22.28094202
Colombia,COL,2002,22974.7793,2355.725857,71.556,4.45,2.73,0.03,1.65,0.03,2.41043224,0.832826871,2.573296848
Comoros,COM,2002,6514.666992,433.2691451,59.617,0.08,0.02,0,0.04,0.02,1.978953379,0.908375449,20.4235788
Cabo Verde,CPV,2002,12614.5791,1373.515636,70.882,3.82,2.08,0.01,0.26,1.47,1.361933968,1.057510457,16.12055002
Costa Rica,CRI,2002,25167.35938,4062.014965,77.736,4.17,2.23,0,1.81,0.12,1.981615703,0.657764142,10.39759847
Cuba,CUB,2002,,2994.339988,77.119,4.1,1.31,0,2.74,0.05,2.455120704,0.8427503,29.4523692
Cyprus,CYP,2002,48653.62891,16372.29152,78.264,11.68,3.5,0,5.47,2.7,1.543829389,0.574338295,7.156537561
